track_name,artist_name,album_name,release_date,length,popularity,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Archangel,Burial,Untrue,2007-11-05,240426,48,6evpAJCR5GeeHDGgv3aXb3,0.457,0.604,0.851,0.548,1,0.114,-10.117,1,0.166,135.125,4
掙脫,Faye Wong,天空,1994-01-01,268200,37,1IDQXWGLzpLIAvMHJIMgU5,0.00579,0.676,0.666,4.4e-05,4,0.736,-10.599,1,0.0393,129.01,4
Spoiled (feat. Pharrell),Pop Smoke,Faith,2021-07-16,104842,50,20SBt8RWsCwOqdBbzova1C,0.304,0.828,0.552,2.84e-06,8,0.0845,-5.411,0,0.158,95.011,4
Knicks,Freddie Gibbs,Piñata,2014-03-18,219960,40,5QnxFSR9HJQPqCza567s92,0.18,0.571,0.506,0.00402,1,0.123,-11.561,1,0.276,179.28,4
Endomorph (Dedicated to My Parents) - Remastered,Allan Holdsworth,Secrets (Remastered),1989-04-07,258910,30,0SABHIluO0dmvUUYpn0o6q,0.745,0.154,0.251,0.422,2,0.12,-13.106,1,0.0332,134.955,3
"Moments in Love - Live in Tokyo, 1986",The Art Of Noise,"Moments in Love (Live in Tokyo, 1986)",2021-06-25,606546,8,18NxeppW1od9zNhN0vYkhR,0.134,0.754,0.128,0.488,1,0.556,-23.129,0,0.0467,135.875,4
1-1800 Suicide,Gravediggaz,La Cliqua (Double H Production présente),1995-10-17,210880,38,7HMVSoaSs8GXNinVhysfZW,0.374,0.706,0.716,0.00171,7,0.214,-8.661,1,0.283,169.518,4
Weird Fishes,Lianne La Havas,Lianne La Havas,2020-07-17,354533,44,5ygk8Hkp4WCCk7GXWEUP9V,0.0362,0.396,0.415,0.02,7,0.0913,-10.106,1,0.0599,151.458,4
HAD MY GUARD UP 2 U (SINCE '92),Joanne Robertson,WAHALLA,2017-05-08,172747,33,5QTvjrXexfyUSFz4PcLMVq,0.0645,0.31,0.583,0.854,1,0.1,-16.91,0,0.0496,77.215,4
Spicy Snapper,Ian Pooley,Since Then. 2017,2017-11-17,336586,40,1eXDhV76Gea8XuPqcAw0s5,0.00503,0.805,0.789,0.728,10,0.415,-6.804,0,0.0547,93.013,4
Amen Brother,The Winstons,Color Him Father,1969-12-15,156560,35,32Rf95ZT8gxisQMK6xAhba,0.00389,0.412,0.728,0.882,1,0.159,-7.133,1,0.0326,129.686,4
Trans Love Vibration (Eris Goes to Church),Eris Drew,Devotion,2018-10-26,304509,33,2pu66iltKEpEmVx1aK8wRh,0.122,0.801,0.62,0.821,0,0.0336,-10.59,1,0.0705,119.992,4
I! Gits! Weary!,keiyaA,"Forever, Ya Girl",2020-03-27,125984,0,7cVgrUpBM6dCunfSCvIjPn,0.867,0.726,0.19,0.0789,6,0.224,-17.185,0,0.0938,102.048,4
The Thief That Stole My Sad Days [Ya Blessin Me],Moodymann,Forevernevermore,2000-01-01,486760,34,6dx9zgPprV8mPU09Betp7R,0.614,0.622,0.634,0.0,1,0.828,-10.556,0,0.121,120.16,4
Solar Power,Lorde,Solar Power,2021-06-10,192621,1,3KdoeNlEN0BoAKWzaRLNZa,0.266,0.735,0.47,0.000105,4,0.32,-9.405,1,0.1,87.971,4
Burn,Jorja Smith,Be Right Back,2021-05-14,214047,49,099qKQ9zvTWcMDsNsasKpI,0.382,0.89,0.433,4.37e-05,0,0.0948,-9.021,1,0.0527,120.02,4
I Wonder If I Take You Home (with Full Force),Lisa Lisa & Cult Jam,Club Columbia,1990-07-03,404000,29,3T2EHbivF5iEO9C9I2tDAJ,0.0277,0.835,0.561,0.0448,7,0.0922,-13.05,1,0.0978,115.234,4
Witchoo,Durand Jones & The Indications,Witchoo,2021-05-12,222901,0,0AizRfHUi7y1cSl1HqwEij,0.198,0.804,0.591,0.00179,11,0.0597,-11.184,0,0.0797,118.015,4
Ingenue,Atoms For Peace,AMOK,2013-02-25,270066,49,2sEBtJ37VgGe048SH9Bvqq,0.835,0.684,0.542,0.808,5,0.133,-10.558,1,0.0382,96.88,4
deja vu,Olivia Rodrigo,deja vu,2021-04-01,215507,14,61KpQadow081I2AsbeLcsb,0.593,0.439,0.61,1.07e-05,9,0.341,-7.236,1,0.116,181.088,4
Y DON'T U,박혜진 Park Hye Jin,Y DON'T U,2021-05-24,132640,26,5RWp0wbRWI5rC8qemJ42h8,0.0778,0.784,0.756,0.0113,9,0.111,-5.915,1,0.0658,146.042,4
Bittersweet,Lianne La Havas,Lianne La Havas,2020-07-17,292506,48,4uawMXx8VZ7WMrjAVOaCMe,0.278,0.589,0.418,0.000361,5,0.192,-7.456,0,0.0345,137.87,4
Blueberry Beads,John Carroll Kirby,My Garden,2020-04-24,207076,0,3kTp9ZWxHzJ84MXR34iFZz,0.118,0.52,0.686,0.0334,0,0.186,-7.165,1,0.0277,75.995,4
Home,Gloria Barnes,Uptown (Digitally Remastered),2015-12-11,169680,35,5VN2dZer45WzuaorRa242v,0.0502,0.458,0.602,2e-06,10,0.21,-9.274,0,0.179,170.017,4
(They Long To Be) Close To You,Carpenters,Close To You,1970-01-01,273933,64,2kyVQg00pphEufGT59M2XH,0.726,0.528,0.233,0.000108,8,0.122,-15.362,1,0.0346,89.044,4
Thousand Finger Man,Candido,Dancin' & Prancin',1979-01-01,546440,33,4E79Q9ljBF895zpQoLdxAl,0.0195,0.753,0.872,0.226,7,0.0721,-10.648,0,0.0556,122.081,4
so into you,Flowervillain,so into you,2020-11-04,223448,0,46FCQmvdSmTnYiPpLz1GA8,0.409,0.645,0.351,4.99e-06,4,0.108,-12.199,1,0.039,87.01,4
Where Did He Come from? - Radio Mix,Sunday,"Soul Power, Vol. 2",2019-07-15,176893,15,7G7sOXNeEF9ggVFCLzzUi1,0.0774,0.308,0.478,0.000462,2,0.385,-10.027,1,0.0342,171.531,4
ノスタルジア・オブ・アイランド,Tatsuro Yamashita,PACIFIC,1978,575986,50,6Ys5Xmyl13GuzVWDOqZlcL,0.173,0.545,0.676,0.622,7,0.362,-8.274,1,0.0607,124.639,4
Floated By,Peter Cat Recording Co.,Bismillah,2019-06-07,256000,48,556jf0hyPQuLNHuNWo12I5,0.283,0.729,0.286,0.0245,2,0.105,-13.654,1,0.0355,92.03,4
Grow Forever,Lizette & Quevin,Grow Forever b/w Now It’s Your Turn To Sing,2020-03-16,193620,0,2Pwp7xkcj4nT5L695i6zES,0.703,0.735,0.403,0.176,5,0.124,-8.4,1,0.0289,132.357,4
Be on My Side,Melanie Charles,The Girl with the Green Shoes,2017-09-22,309940,32,4XmNe4g3iHfths47kyjDrr,0.302,0.338,0.218,0.271,4,0.112,-18.26,0,0.0493,120.412,3
Addicted to Finessing,Retro Messiah,Addicted to Finessing,2017-01-05,163514,0,15VX8qjJCRPVGYyvcBWnon,0.0432,0.939,0.465,3.44e-06,11,0.127,-9.165,1,0.245,140.94,4
Kimchi Baby,Bobby Skyz,Kimchi Baby,2020-06-01,210869,1,3YECTNGJF94rnl24xhNwc3,0.0351,0.876,0.41,0.0143,2,0.0656,-10.104,0,0.048,110.055,4
The Big Big Beat,Azealia Banks,Slay-Z,2017-07-07,215599,51,66O0pFEFp23dgYjoAd6RKK,0.0598,0.913,0.809,0.011,5,0.106,-6.131,0,0.0758,121.934,4
Tenderness,Jay Som,Anak Ko,2019-08-23,241097,29,121pSC0LIQrAOCFFQfYOGW,0.687,0.544,0.5,0.458,9,0.078,-10.15,1,0.067,113.4,4
Summertime Our League - Four Tet Rework,"Babe, Terror",Summertime Our League,2010-10-04,505200,1,4TbnZFAoz6S5yXyEcymp3q,0.264,0.82,0.829,0.897,7,0.115,-8.639,1,0.221,127.997,4
FYO,MICHELLE,FYO,2021-01-27,164963,45,2pIZ6QqkFK6Ayg8pZGjomA,0.279,0.869,0.552,0.00445,5,0.105,-8.586,1,0.0367,106.999,4
FYO (feat. CHAI),MICHELLE,FYO (feat. CHAI),2021-04-08,172422,23,1bjnEXR0EqtaQsiAQ8crmB,0.433,0.864,0.569,0.00886,5,0.123,-8.511,1,0.0512,106.992,4
SUNRISE,MICHELLE,SUNRISE,2020-07-16,176940,51,0C3sscH57PNeQ8dmY6xTIR,0.16,0.821,0.444,0.0191,7,0.301,-5.954,1,0.0796,87.029,4
Sweet Little Mystery,John Martyn,Grace & Danger,1980-01-01,325733,30,0GzeYMX0uFcXtGwXuBUfpD,0.164,0.575,0.273,0.0,5,0.112,-17.092,0,0.0357,86.078,4
Get It Right,Aretha Franklin,Get It Right,1983,377093,42,1zaigPe4NB94tc4CRshK46,0.0486,0.758,0.829,1.6e-06,1,0.0317,-6.622,1,0.174,122.298,4
Pete the Cat and His White Shoes (Story Song),Mr. Eric,The Big Silly with Mr.Eric,2006-01-01,222853,44,7IzUX2HLnUIqE3OKRSp1nz,0.184,0.766,0.447,0.0,11,0.341,-9.485,0,0.762,96.938,4
Only One,Jacques Torrance,Nach5000,2018-09-12,342904,0,56acgrfsUCs04I1sFSwE4c,0.157,0.7,0.702,0.692,6,0.0588,-9.189,1,0.0576,124.0,4
Is This Where the Party's At?,Jacques Torrance,Nach5000,2018-09-12,352380,0,0i1YHdhWszXF4bSrIVdSbf,0.0142,0.739,0.912,0.802,11,0.126,-7.908,0,0.0391,126.007,4
1st of Tha Month,Bone Thugs-N-Harmony,E. 1999 Eternal,1995-07-25,314680,63,1dF5Y2dd7Wm4wZKvVjWBpr,0.0777,0.729,0.581,3.81e-06,5,0.696,-8.235,0,0.18,74.038,4
All I Need (DJ-Kicks) - Edit,Jayda G,All I Need (DJ-Kicks),2021-04-09,219848,0,52t3lx38kiruAIGY2gISfc,0.0209,0.694,0.887,0.826,0,0.084,-8.503,1,0.0759,120.04,4
Blind Man,Raphael Saadiq,Instant Vintage,2002-01-01,276000,24,5WVI8SADavNVyhVaouYDOb,0.0793,0.774,0.47,3.51e-06,9,0.099,-6.75,1,0.145,78.87,4
You Don't Know Me (feat. Duane Harden),Armand Van Helden,You Don't Know Me (feat. Duane Harden),1998-01-01,493560,37,6j7Fdvi61J0qwjqh1OPeFM,0.0206,0.788,0.714,0.0275,10,0.0667,-6.953,1,0.0875,129.953,4
You Don't Know Me (feat. Duane Harden) - Radio Edit,Armand Van Helden,You Don't Know Me (feat. Duane Harden),1998-01-01,242333,57,7BpyfQEmvi0sUmOq29plEE,0.0461,0.772,0.682,0.00285,10,0.0672,-6.919,1,0.0701,129.978,4
Cinema,Kero Kero Bonito,TOTEP,2018-02-20,126306,1,697CE9FE9HU9EDjZjJLebf,0.227,0.88,0.506,6.98e-05,6,0.074,-6.664,0,0.0353,114.037,4
tu tienes mi corazón,dj poolboi,Rarities,2021-02-19,249478,8,5I5ADS3S9VbXj1wlGblAhG,0.0057,0.696,0.778,0.883,4,0.117,-9.907,0,0.048,120.014,4
Brakhage,Stereolab,Dots And Loops,1997-09-22,330466,21,56l4CzpusvjLJ1LnFl0KX3,0.439,0.682,0.616,0.567,6,0.119,-11.498,0,0.0643,138.978,4
Change,Mavis Staples,Change,2019-03-20,176373,16,6QP8v8hQmiFKvPgnaflQbB,0.743,0.681,0.599,2.12e-05,9,0.13,-6.398,0,0.0583,122.144,4
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,1977,303373,77,2RlgNHKcydI9sayD2Df2xp,0.652,0.388,0.338,3.73e-06,10,0.248,-10.054,1,0.0329,177.765,4
Evil Woman,Electric Light Orchestra,Face the Music,1975-10-01,269840,60,777NOXupZkFdg8zlPMoVqc,0.457,0.677,0.619,0.000149,9,0.221,-7.446,0,0.0334,119.624,4
More Spell On You,Eddie Johns,More Spell On You,2012-06-11,310693,44,5MIgTjcn94EPeSUUo8dx4q,0.252,0.707,0.908,0.00902,0,0.601,-7.464,0,0.0746,132.058,4
Poison,Klaus Veen,Lekker Setje Beats,2020-07-09,191772,55,4kdnniHBTCnzaYXrnsweSf,0.0428,0.826,0.925,0.00621,1,0.0689,-6.441,1,0.254,126.505,4
Money,The Drums,Portamento,2011-01-01,233639,73,3VIJBrMpvimHEw5wtPh2wB,0.216,0.603,0.918,0.146,4,0.284,-6.652,0,0.0641,102.473,4
さわれないのに,OGRE YOU ASSHOLE,新しい人,2019-09-04,282665,0,6y3c9qRuo00gQNUF3Sc6pL,0.0484,0.711,0.485,0.245,4,0.215,-7.837,1,0.0338,103.989,4
バランス(from 浮かれている人twilight edition EP),OGRE YOU ASSHOLE,Confidential,2013-02-20,288653,30,1drgNlmYyfcmLhshKkj7wO,0.223,0.914,0.665,0.00152,0,0.142,-6.945,1,0.0285,110.011,4
Wa-Do-Dem,Eek-A-Mouse,Wa-Do-Dem,2007,235373,50,7578oiL9J6tFHXEjfCXFAS,0.376,0.855,0.602,0.0,0,0.167,-7.289,1,0.0595,77.514,4
Superfly,Curtis Mayfield,Superfly (Original Soundtrack),1972-07-01,233600,52,4XsH9zBWPOCdXoH9ZDdS8r,0.457,0.784,0.708,7.5e-05,2,0.0913,-9.141,1,0.11,120.11,4
Abusey Junction,Kokoroko,KOKOROKO,2019-03-08,424080,0,7vfILe0geNdQ7ilJYF45SU,0.838,0.713,0.347,0.937,8,0.111,-11.871,0,0.0576,84.007,4
Tommy's Party,Peach Pit,Being So Normal,2018-06-28,361760,62,5OuJTtNve7FxUX82eEBupN,0.122,0.565,0.438,0.0469,7,0.108,-8.722,1,0.0311,133.949,4
Show Me Love,Robin S,Show Me Love,1993-06-15,252106,66,4t0UsYzmmmZRMTWn77jiGF,0.014,0.811,0.833,2.06e-05,5,0.0769,-4.259,1,0.153,120.258,4
Keep Moving,Jungle,Keep Moving,2021-03-23,240880,7,6a88fc0zSrVWGPdoj445nJ,0.183,0.724,0.603,0.000469,10,0.0948,-6.261,0,0.0317,111.493,4
International,ATW,ATW001,2020-12-31,322390,16,04Q0ThD9kS0iKanhdQlE7W,0.0129,0.841,0.667,0.513,11,0.343,-8.26,0,0.178,134.041,4
4U,Pavv,4U,2021-01-08,261230,11,74pi6g6BZD0eUFH48g5zm3,0.00119,0.804,0.899,0.879,11,0.0678,-4.1,1,0.075,134.044,4
Look Good,Y U QT,Look Good,2021-02-05,338846,5,5zXHvE9EVrLmModPOIBf2d,0.000208,0.794,0.999,0.737,1,0.093,-6.071,1,0.078,131.977,4
Bias,Floating Points,Crush,2019-10-18,308080,39,75QdM3nsnAluOD19G1J4il,0.0663,0.601,0.476,0.891,1,0.117,-12.026,0,0.0761,145.997,4
Every Second,Oppidan,24hr Garage Girls UKG Compilation 2021,2021-01-22,236739,3,6ut7cwsFGeLXt2rg9wUiFj,0.0362,0.841,0.839,0.0203,6,0.139,-5.024,1,0.0857,138.018,4
Luv U,Yemi,Luv U,2019-11-22,254769,6,125S9bog1M9Xh4VwEIIMqE,0.0489,0.783,0.798,0.087,4,0.235,-5.449,0,0.107,130.022,4
Ruffboy,Tuff Trax,Runnin',2020-07-17,262000,3,3IcuyCQUhC3uPjqLz5SLrW,0.00923,0.796,0.99,0.942,2,0.103,-7.294,1,0.0665,131.989,4
Mamacita,Higgo,Avirex Airwaves 2 (UK Garage Compilation),2020-07-17,227653,0,3buOoWsppMWIrljKQQ3CF2,0.0521,0.722,0.652,0.64,4,0.199,-5.287,0,0.0656,135.041,4
Gabriel - Live Garage Mix,Roy Davis Jr.,Gabriel,1996-09-03,443849,50,6fSdR81YvNG8Wo6i2ytLPR,0.0125,0.829,0.332,0.294,11,0.0918,-13.837,0,0.047,128.627,4
Flubba,The Phat Controlla,Flubba,2020-04-26,254545,2,4EYoKKzIIzV2g8tB7T9esD,0.00575,0.816,0.702,0.816,4,0.102,-8.245,0,0.199,132.037,4
You Make Me Wanna... - Tuff & Jam Dance Mix,Usher,Live,1999-03-23,405933,11,50bqgh1I8Zfy9LWmsDzTUg,0.00218,0.755,0.818,0.0035,8,0.0313,-8.114,1,0.0542,123.086,4
TRAFFIC,IZCO,TEK 5,2018-11-16,188000,18,3NwzpkckZ9SIGHVGpX57o8,0.155,0.814,0.37,0.295,4,0.113,-12.87,0,0.0897,135.049,4
Rewind,Craig David,Born to Do It,2000-08-14,333000,51,5hultE7GeExA3RkTvtsear,0.119,0.894,0.792,0.00161,11,0.206,-8.292,0,0.149,130.022,4
Friendly Pressure - Into The Sunshine Edit,Jhelisa,Friendly Pressure (Sunship Remixes),1998-09-21,229760,0,10kLH66S0gxuVniQfomdjW,0.0267,0.813,0.827,0.027,0,0.0213,-5.338,0,0.169,126.86,4
Put You On - MJ Cole Remix,Amber Mark,Put You On (MJ Cole Remix),2018-10-26,192874,29,7GuOq2XU2lvTmzG7zptNpg,0.199,0.837,0.768,0.0,11,0.0875,-5.605,1,0.0516,131.969,4
There You Go - Sovereign Remix,P!nk,Can't Take Me Home (Expanded Edition),2000-04-04,379666,27,1d7Y2isBtFHGUfGon9KjP9,0.00144,0.804,0.827,0.642,11,0.0251,-8.267,0,0.0717,131.865,4
Naila - Murlo Remix,AJ Tracey,Naila (Murlo Remix),2016-06-10,276000,0,0tKK0rj4RFe43WKuIbhMH8,0.0146,0.809,0.942,0.0,7,0.14,-4.952,1,0.256,140.035,4
R U Sleeping - Bump 'N' Flex Remix,Indo,R U Sleeping,2018-08-31,304360,35,1iNeRmlqIPPcxyCAuCOi3m,0.00022,0.76,0.751,0.105,4,0.0667,-9.792,0,0.078,127.166,4
Voices,Disclosure,Settle (Deluxe Version),2013-06-03,249094,37,7rJSE8d6HYFXXbbaJjAa6d,0.00275,0.911,0.738,0.0482,8,0.0461,-4.45,0,0.146,125.009,4
Flowers (feat. Jaykae and MALIKA),Nathan Dawe,Flowers (feat. Jaykae and MALIKA),2019-10-25,197209,56,5aYWnrsYvJk8NT7PmUcxVN,0.015,0.672,0.925,0.0,5,0.289,-4.517,0,0.0774,126.096,4
Buzzcut Season,Lorde,Pure Heroine (Extended),2013-01-01,246755,0,3ShTaJBCOclymogQNzPde7,0.606,0.733,0.62,0.305,1,0.117,-10.525,1,0.075,111.039,4
Time Was (Events in the Elsewhere),Bernie Worrell,Blacktronic Science,1993,441240,1,3TjWk4ufaoyGBsNSF7Czzk,0.0195,0.53,0.594,6.2e-05,0,0.233,-11.573,0,0.134,108.145,4
Whole Lotta Weed,Project Pat,Mista Don't Play: Everythangs Workin',2001-02-13,256226,0,0jM9PzYT9e6mUzqVUVAyM3,0.084,0.945,0.725,3.26e-05,5,0.302,-5.612,0,0.0669,136.033,4
You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998-01-01,300773,72,1Cwsd5xI8CajJz795oy4XF,0.17,0.621,0.901,0.0,2,0.0875,-5.396,1,0.0302,113.967,4
Why Can't We Be Friends?,War,Why Can't We Be Friends?,1975-01-01,230066,0,413T0g8pNNXYX6t5RqHvx7,0.19,0.776,0.714,0.0,10,0.506,-9.044,1,0.0388,92.448,4
Tongue Tied,GROUPLOVE,Never Trust a Happy Song,2011-09-02,218013,75,0GO8y8jQk1PkHzS31d699N,0.00847,0.56,0.936,0.0,3,0.161,-5.835,1,0.0439,112.96,4
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2006-01-01,215360,75,2nGFzvICaeEWjIrBrL2RAx,0.167,0.739,0.511,1.34e-06,9,0.133,-7.844,1,0.0362,96.038,4
Please Mr. Postman - Single Version / Mono,The Marvelettes,Please Mr. Postman,1961,148040,62,6jX5mso4x00c1EiNMrTU9U,0.729,0.785,0.776,0.0,2,0.181,-5.259,1,0.0312,121.505,4
It Runs Through Me,Tom Misch,Geography,2018-04-06,261881,25,02CygBCQOIyEuhNZqHHcNx,0.205,0.802,0.607,0.000748,11,0.246,-11.028,0,0.289,96.916,4
Wonderful World,Sam Cooke,Portrait of a Legend (Remastered),2003-01-01,126760,0,7Ek2kv9If3IjdMCRyeVm8g,0.515,0.762,0.559,0.0,11,0.243,-10.307,1,0.0365,128.695,4
New Paradise,Harvey Sutherland,Bermuda EP,2015-07-03,410798,0,7effGCwbELGWPMV2j6RTkG,0.178,0.818,0.411,0.0526,10,0.1,-8.204,0,0.055,119.012,4
Luchini AKA This Is It,Camp Lo,Uptown Saturday Night,1997-01-28,240093,55,20DcrlNK0NcRknbX4wcEO4,0.0495,0.721,0.949,0.0,6,0.327,-5.685,1,0.278,83.028,4
"Hey, Maybe One Day You'll See Me Again(5:30)",Viper,The Hiram Clarke Hustler,2008-04-08,330739,18,5lCLRTSVF1Ls3QjLfreoj7,0.538,0.661,0.408,0.192,8,0.159,-13.6,0,0.16,121.869,4
Kiss Me On My Neck,Erykah Badu,Mama's Gun,2000-10-31,334933,42,4m0s3qbEpDu5OMGu0emD1O,0.459,0.806,0.489,0.000277,11,0.115,-10.541,0,0.241,81.015,4
Fantastic Voyage - Extended,Lakeside,The Best of Lakeside,2014-09-08,369800,41,64JkfFIUe4gQTCXCQESF2X,0.0654,0.817,0.724,1.53e-06,11,0.129,-9.003,0,0.0769,114.72,4
Fantastic Voyage,Coolio,It Takes a Thief,1994-07-19,334440,0,3QlTzofanSqDWywxEzGGE2,0.0389,0.888,0.584,3.25e-06,7,0.0625,-13.308,1,0.112,104.704,4
lipshells,cowa cowa,lipshells,2021-03-04,172904,34,2nfYoMN2329hAlwbPhVJuf,0.981,0.611,0.101,0.878,0,0.101,-19.317,1,0.0348,91.053,4
1luv,DJ Chap,Footwork Frenzy Ep,2013-03-03,283735,10,2VpNyk111vQhDyHlDwv6qM,0.00105,0.455,0.805,0.603,11,0.101,-7.272,0,0.127,162.889,4
SpottieOttieDopaliscious,Outkast,Aquemini,1998-09-29,426853,56,4GdB5M7GbwLZLouktYocFC,0.00259,0.828,0.656,0.0024,1,0.144,-6.571,1,0.222,124.751,4
Street Player - 2003 Remaster,Chicago,Chicago 13 (Expanded & Remastered),1979-08-13,550706,44,1HiaZTm2nGQL4wtnJLPNV0,0.0376,0.765,0.833,0.268,10,0.0824,-5.162,0,0.0873,126.422,4
Want U Around (feat. Ruel),Omar Apollo,Want U Around (feat. Ruel),2020-10-12,247720,57,5vprsDWNcHMEMH95sbJkH2,0.3,0.571,0.443,6.95e-06,0,0.101,-6.76,1,0.0451,143.923,3
You Were To Good To Be True,Gary Wilson,You Think You Really Know Me,1977,118973,32,1BQ7KXLYhPaGH3z0E51eeH,0.0529,0.67,0.3,0.929,10,0.112,-11.361,0,0.0481,111.72,5
Girls,Beastie Boys,Licensed To Ill,1986-11-15,132706,57,5h40ovzXu7rF7Giwb9oXYy,0.777,0.873,0.808,0.0,0,0.357,-6.729,0,0.0466,139.676,4
Blade Runner 2049,Synthwave Goose,Blade Runner 2049,2018-05-25,228019,51,3Bj2mrlp3tALHO5U3mK8zM,0.896,0.573,0.458,0.902,0,0.125,-16.739,0,0.0369,116.029,4
GREEN,Hiroshi Yoshimura,Green,2020-03-20,314240,40,6RPQdkI8t1eaG2abymrYVK,0.994,0.409,0.0128,0.933,9,0.0839,-23.85,1,0.0492,75.532,4
Two too white cuckoos,dip in the pool,10 Palletes (9 Palletes Edition),1988-01-25,285200,1,6si7CI0kIqKn9a9CesntUn,0.0996,0.636,0.742,3.76e-05,11,0.319,-8.28,0,0.0443,146.327,4
Terminal T6,Mechatok,Defective Holiday OST,2020-05-20,241061,19,0TInuyK1qZbXpBfZ5FA64w,0.525,0.675,0.788,0.84,11,0.107,-8.894,0,0.0403,112.995,4
oyasumi,mamerico,minuscule,2011-09-13,226720,39,40oxt995AdrZ7O4RtVWMIT,0.916,0.533,0.113,0.0112,4,0.123,-16.437,1,0.0734,139.246,3
ゆめうつつ,Lamp,ランプ幻想,2008-12-03,315640,67,1GTC0DN9LGOdP0NdvoHyX7,0.985,0.346,0.126,0.463,2,0.0771,-16.89,1,0.0347,92.959,4
I'll Take Care Of You,Mark Lanegan,I'll Take Care of You,1999-09-21,170213,38,5bqaFVXy7NES4MIuDWmPTr,0.859,0.52,0.399,0.119,10,0.111,-11.475,0,0.0281,94.003,3
Blue Train Lines,Mount Kimbie,Love What Survives,2017-09-08,250150,33,5MZbUlBSqkRJkc0nxp730C,0.249,0.405,0.695,0.00703,2,0.22,-10.864,0,0.0369,169.971,4
All Under One Roof Raving,Jamie xx,All Under One Roof Raving,2014-06-23,359929,42,6giQSCiUkjiYkMsCXZ3ZAy,0.0396,0.82,0.797,0.359,1,0.128,-11.173,1,0.154,116.871,4
The Rest Is Noise,Jamie xx,In Colour,2015-06-01,298305,39,3qeTNLkCMklHPv0vGOknmQ,0.59,0.68,0.664,0.865,0,0.276,-11.117,0,0.0433,124.987,4
I Know There's Gonna Be (Good Times) - Skepta Remix,Jamie xx,I Know There's Gonna Be (Good Times) [Remixes],2015-12-11,224386,33,7ptzIZXgvCqs9VYP2K5FWD,0.137,0.855,0.62,0.0,6,0.204,-6.007,0,0.262,134.944,4
Vanish,Nicolas Jaar,Cenizas,2020-03-27,191250,0,6jjRSZS7C8dI1v7AWbrAQW,0.4,0.098,0.204,0.807,8,0.0698,-21.389,1,0.0384,164.8,4
needy,Ariana Grande,"thank u, next",2019-02-08,171573,70,1TEL6MlSSVLSdhOSddidlJ,0.78,0.647,0.309,7.41e-06,7,0.202,-7.948,0,0.0366,87.045,4
Motion Sickness,Phoebe Bridgers,Stranger in the Alps,2017-09-22,229760,0,6LxcPUqx6noURdA5qc4BAT,0.774,0.652,0.545,0.0428,1,0.0847,-9.021,1,0.0358,107.019,4
Heartless,Kanye West,808s & Heartbreak,2008-11-24,211000,83,4EWCNWgDS8707fNSZ1oaA5,0.0515,0.79,0.647,0.0,10,0.248,-5.983,0,0.136,87.999,4
Kamikaze,Omar Apollo,Apolonio,2020-10-16,210914,57,5uUjYnzcjEgiIFWR0av19g,0.28,0.705,0.734,7.14e-05,2,0.093,-5.08,0,0.184,94.996,4
Kyoto - Spotify Singles,Phoebe Bridgers,Spotify Singles,2021-03-08,210353,44,1w2gRlZvcIkuJHYr9Y0cE4,0.926,0.362,0.268,0.0576,11,0.346,-11.272,1,0.0351,123.587,4
Drowning Out,You'll Never Get to Heaven,You'll Never Get to Heaven,2012-10-11,194813,0,0hPYb7Obzkyoss1RvVxtkD,0.868,0.449,0.449,0.938,6,0.127,-10.426,0,0.0378,83.924,4
Welcome To Heartbreak,Kanye West,808s & Heartbreak,2008-11-24,262933,58,3F18I7LhWKxlf1PytSoTBH,0.0985,0.677,0.435,0.721,7,0.111,-11.024,0,0.033,95.991,4
I Know The End,Phoebe Bridgers,Punisher,2020-06-18,344692,0,3cr3oAP4bQFNjZBV7ElKaB,0.324,0.328,0.32,0.019,1,0.234,-10.282,1,0.035,111.453,4
Warisan,Dato' Sudirman,Terunggul,2008-01-01,251853,26,7tPSJSj5ZW3tBuAz5kFxKp,0.243,0.241,0.553,0.0,6,0.11,-5.108,1,0.0312,67.698,4
Running,Jessie Ware,Devotion - The Gold Edition,2013-01-01,268780,36,7dvgYLO6r33uGK11GYDoJA,0.284,0.706,0.634,0.0379,4,0.29,-7.537,0,0.0404,94.995,4
Don't Go - Dusky Remix,Justin Martin,Ghettos & Gardens Remixes,2012-10-03,390786,1,7tR8aX292Bvop3yIM1EAiy,0.00143,0.785,0.906,0.92,9,0.0568,-8.584,0,0.0595,123.072,4
Black Rain - Jayda G Remix,Rhye,Black Rain (Jayda G Remix),2021-02-25,251786,40,2xvaAfj3UwqdVBUT7Y4scx,0.529,0.842,0.471,0.637,0,0.0712,-10.142,1,0.0593,128.018,4
Kingsize - Kelly Lee Owens Rework,Jenny Hval,Kingsize (Kelly Lee Owens Rework),2015-09-21,271720,0,5nTXChzGGdTLZjZecvgnf5,0.07,0.804,0.476,0.886,1,0.0971,-15.953,1,0.051,125.008,4
Love Sosa,Chief Keef,Finally Rich,2012-01-01,246213,79,01Lr5YepbgjXAWR9iOEyH1,0.0361,0.772,0.413,0.0,0,0.111,-8.193,0,0.089,131.965,4
